split_strategy,representation,model,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,mcc_mean,mcc_std,accuracy_mean,accuracy_std,log_loss_mean,multiclass_brier_mean
grouped,combined,logistic_regression_balanced,0.8702720818121882,0.0028849795586288625,0.8707742915360577,0.002833268382177519,0.8584533353089014,0.0033750026770904234,0.8819737592698231,0.0028628818891638305,0.3481285922070915,0.17364612267781915
random_stratified,combined,logistic_regression_balanced,0.8714433128902966,0.004205934214434839,0.8719384997040831,0.004269623371624455,0.8598211922639366,0.004997891505372263,0.8830861380490588,0.004154901936025126,0.34688012203201524,0.17251661102849036
