representation,model,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,mcc_mean,mcc_std
all_minilm_l6_v2,linear_svm_c0_5,0.8269812196079831,0.007604425560244209,0.8285416272384101,0.00735064077481131,0.8127735224509391,0.007755621378194713
all_minilm_l6_v2,logistic_regression_c1_balanced,0.8257122841002319,0.005014722195777782,0.8260558183244786,0.0049495779175405185,0.8075875038213665,0.005306426144642705
