candidate_id,family,representation,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,mcc_mean,weakest_class,weakest_class_recall,weakest_class_f1,runtime_seconds_mean,one_time_embedding_seconds,train_matrix_mib_mean,interpretability,selected_at_p8
primary_sparse_logistic_regression,logistic_regression,combined_tfidf,0.8702720818121882,0.0028849795586288,0.8707742915360577,0.8584533353089014,not_cyberbullying,0.6723457970545315,0.6832025210283191,24.449688093489385,0.0,78.59967136383057,high_linear_feature_coefficients,True
sparse_logistic_regression_unweighted,logistic_regression,combined_tfidf,0.8690274642541245,0.0032971765595108,0.8695874750013003,0.857791213635535,not_cyberbullying,0.6622481187723742,0.6791708648664954,23.82961153126962,0.0,78.59967136383057,high_linear_feature_coefficients,False
sparse_logistic_regression_oversampled,logistic_regression,combined_tfidf,0.8690054900332594,0.0034546142911875,0.8694781443722024,0.857204215336193,not_cyberbullying,0.6689804794009182,0.6790663195723964,15.283362333502737,0.0,78.59967136383057,high_linear_feature_coefficients,False
secondary_sparse_linear_svm,linear_svm,combined_tfidf,0.8689624748875225,0.0034265383570166,0.8696679319126777,0.858738115407489,not_cyberbullying,0.6513599296319859,0.6773557625394133,14.966498489768128,0.0,78.59967136383057,high_linear_feature_coefficients,True
contextual_linear_svm,linear_svm,all_minilm_l6_v2,0.8269812196079831,0.0076044255602442,0.8285416272384101,0.8127735224509391,not_cyberbullying,0.5680082451537293,0.6145905254013396,3.4373669792548753,54.369088875013404,38.51806640625,limited_embedding_dimensions,False
