representation,model,validation_fold,train_rows,validation_rows,true_label,predicted_label,count
combined,logistic_regression_unweighted,3,26295,8765,not_cyberbullying,other_cyberbullying,275
combined,logistic_regression_unweighted,3,26295,8765,not_cyberbullying,religion,48
combined,logistic_regression_unweighted,3,26295,8765,other_cyberbullying,age,24
combined,logistic_regression_unweighted,3,26295,8765,other_cyberbullying,ethnicity,3
combined,logistic_regression_unweighted,3,26295,8765,other_cyberbullying,gender,58
combined,logistic_regression_unweighted,3,26295,8765,other_cyberbullying,not_cyberbullying,188
combined,logistic_regression_unweighted,3,26295,8765,other_cyberbullying,other_cyberbullying,927
combined,logistic_regression_unweighted,3,26295,8765,other_cyberbullying,religion,8
combined,logistic_regression_unweighted,3,26295,8765,religion,age,1
combined,logistic_regression_unweighted,3,26295,8765,religion,ethnicity,2
combined,logistic_regression_unweighted,3,26295,8765,religion,gender,6
combined,logistic_regression_unweighted,3,26295,8765,religion,not_cyberbullying,33
combined,logistic_regression_unweighted,3,26295,8765,religion,other_cyberbullying,11
combined,logistic_regression_unweighted,3,26295,8765,religion,religion,1542
combined,logistic_regression_unweighted,4,26295,8765,age,age,1573
combined,logistic_regression_unweighted,4,26295,8765,age,ethnicity,0
combined,logistic_regression_unweighted,4,26295,8765,age,gender,2
combined,logistic_regression_unweighted,4,26295,8765,age,not_cyberbullying,10
combined,logistic_regression_unweighted,4,26295,8765,age,other_cyberbullying,7
combined,logistic_regression_unweighted,4,26295,8765,age,religion,0
combined,logistic_regression_unweighted,4,26295,8765,ethnicity,age,2
combined,logistic_regression_unweighted,4,26295,8765,ethnicity,ethnicity,1562
combined,logistic_regression_unweighted,4,26295,8765,ethnicity,gender,0
combined,logistic_regression_unweighted,4,26295,8765,ethnicity,not_cyberbullying,5
combined,logistic_regression_unweighted,4,26295,8765,ethnicity,other_cyberbullying,12
combined,logistic_regression_unweighted,4,26295,8765,ethnicity,religion,3
combined,logistic_regression_unweighted,4,26295,8765,gender,age,5
combined,logistic_regression_unweighted,4,26295,8765,gender,ethnicity,2
combined,logistic_regression_unweighted,4,26295,8765,gender,gender,1299
combined,logistic_regression_unweighted,4,26295,8765,gender,not_cyberbullying,102
combined,logistic_regression_unweighted,4,26295,8765,gender,other_cyberbullying,110
combined,logistic_regression_unweighted,4,26295,8765,gender,religion,5
combined,logistic_regression_unweighted,4,26295,8765,not_cyberbullying,age,46
combined,logistic_regression_unweighted,4,26295,8765,not_cyberbullying,ethnicity,10
combined,logistic_regression_unweighted,4,26295,8765,not_cyberbullying,gender,44
combined,logistic_regression_unweighted,4,26295,8765,not_cyberbullying,not_cyberbullying,817
combined,logistic_regression_unweighted,4,26295,8765,not_cyberbullying,other_cyberbullying,277
combined,logistic_regression_unweighted,4,26295,8765,not_cyberbullying,religion,69
combined,logistic_regression_unweighted,4,26295,8765,other_cyberbullying,age,16
combined,logistic_regression_unweighted,4,26295,8765,other_cyberbullying,ethnicity,7
combined,logistic_regression_unweighted,4,26295,8765,other_cyberbullying,gender,54
combined,logistic_regression_unweighted,4,26295,8765,other_cyberbullying,not_cyberbullying,189
combined,logistic_regression_unweighted,4,26295,8765,other_cyberbullying,other_cyberbullying,931
combined,logistic_regression_unweighted,4,26295,8765,other_cyberbullying,religion,11
combined,logistic_regression_unweighted,4,26295,8765,religion,age,2
combined,logistic_regression_unweighted,4,26295,8765,religion,ethnicity,1
combined,logistic_regression_unweighted,4,26295,8765,religion,gender,7
combined,logistic_regression_unweighted,4,26295,8765,religion,not_cyberbullying,38
combined,logistic_regression_unweighted,4,26295,8765,religion,other_cyberbullying,18
combined,logistic_regression_unweighted,4,26295,8765,religion,religion,1529
