representation,model,macro_f1_mean,macro_f1_std,balanced_accuracy_mean,balanced_accuracy_std,mcc_mean,mcc_std,accuracy_mean,accuracy_std,log_loss_mean,multiclass_brier_mean
combined,logistic_regression_balanced,0.8702720818121882,0.0028849795586288625,0.8707742915360577,0.002833268382177519,0.8584533353089014,0.0033750026770904234,0.8819737592698231,0.0028628818891638305,0.3481285922070915,0.17364612267781915
combined,logistic_regression_unweighted,0.8690274642541245,0.0032971765595108597,0.8695874750013003,0.0032345941519086392,0.857791213635535,0.0038617589323801226,0.8815459212778094,0.0032648853456142242,0.3481772451726541,0.17345859331855454
combined,logistic_regression_random_oversampling,0.8690054900332594,0.0034546142911875996,0.8694781443722024,0.0033503620345758053,0.857204215336193,0.0038391180383805157,0.8809754706217912,0.003248898868186247,0.34641984676018417,0.17338333271283166
